County	 FIPS	Age-Adjusted Incidence Rate	Lower 95% Confidence Interval	Upper 95% Confidence Interval	Average Annual Count	Recent Trend	Recent 5-Year Trend in Incidence Rates	Lower 95% Confidence Interval	Upper 95% Confidence Interval
"Rapides Parish, Louisiana(7,8)"	22079	16.2	13.3	19.5	23	rising	3.8	1.1	6.7
"Logan County, Arkansas(6,10)"	5083	16.2	9.8	25.3	4	stable	4.2	-27.2	49.2
"Leon County, Texas(6,10)"	48289	16.2	9.2	26.7	4	stable	38.3	-32.1	181.9
"Chambers County, Texas(6,10)"	48071	16.1	10.5	23.7	6	stable	14.4	-18.3	60.1
"Houghton County, Michigan(6,10)"	26061	16.1	10.4	23.8	6	stable	9.2	-7.5	29
"Crisp County, Georgia(7)"	13081	16.1	9.7	25.3	4	*	*	*	*
"Scott County, Missouri(6,10)"	29201	16.1	11.2	22.4	7	stable	-17.8	-52.6	42.5
"Sumter County, South Carolina(6,10)"	45085	16.1	13	19.8	19	stable	-8.8	-37.3	32.6
"Cleburne County, Arkansas(6,10)"	5023	16.1	10.6	23.8	6	stable	-10.4	-32.1	18.2
"Pulaski County, Virginia(6,10)"	51155	16.1	11.3	22.4	8	stable	-1.5	-29.9	38.4
"Cumberland County, North Carolina(6,10)"	37051	16.1	14	18.4	45	stable	-2.6	-5.2	0.1
"Buffalo County, Nebraska(6,10)"	31019	16.1	11.2	22.3	8	stable	2.6	-21.9	34.8
"Jefferson County, West Virginia(6,10)"	54037	16.1	11.8	21.5	10	stable	17.9	-1.1	40.4
"Escambia County, Alabama(6,10)"	1053	16.1	11.2	22.3	7	stable	-19.1	-37.9	5.5
"Leon County, Florida(6,10)"	12073	16	13.8	18.5	40	stable	3.4	-7.3	15.2
"Pickens County, Alabama(6,10)"	1107	16	9.6	25.4	4	stable	-5.1	-44.8	63.1
"Polk County, Tennessee(6,10)"	47139	16	9.5	25.9	4	stable	12	-22.6	62.1
"Denton County, Texas(6,10)"	48121	16	14.6	17.6	99	stable	5.4	-6.7	19
"Hays County, Texas(6,10)"	48209	16	13.1	19.4	23	stable	3.8	-0.5	8.3
"Smith County, Tennessee(6,10)"	47159	16	9	26.3	3	*	*	*	*
"Aroostook County, Maine(6,10)"	23003	16	12.5	20.3	16	stable	-14.9	-28.8	1.7
"Conway County, Arkansas(6,10)"	5029	16	10.1	24.5	5	stable	2.7	-38.4	71.3
"DeKalb County, Alabama(6,10)"	1049	16	12.2	20.6	12	stable	2.3	-16.3	25
"Potter County, Texas(6,10)"	48375	16	12.8	19.6	18	stable	-1.2	-28	35.5
"Suffolk County, Massachusetts(6,10)"	25025	15.9	14.6	17.4	114	stable	-1.1	-9.2	7.6
"Bedford County, Tennessee(6,10)"	47003	15.9	11.4	21.8	8	stable	-13.4	-30.1	7.2
"Iberia Parish, Louisiana(7,8)"	22045	15.9	12.1	20.5	12	stable	5.3	-1.4	12.5
"Union County, Oregon(6,10)"	41061	15.9	10.2	23.7	5	stable	-1.8	-64.3	169.7
"Presque Isle County, Michigan(6,10)"	26141	15.9	8.3	28.6	3	*	*	*	*
"Hickman County, Tennessee(6,10)"	47081	15.9	9.9	24.2	5	stable	-10.2	-52.7	70.4
"Lassen County, California(7,8)"	6035	15.9	10.2	23.5	5	stable	2.7	-2.1	7.8
"Oneida County, Wisconsin(6,10)"	55085	15.8	10.6	22.8	8	stable	9.1	-30.2	70.3
"Patrick County, Virginia(6,10)"	51141	15.8	9.8	24.9	5	stable	-7.8	-55.9	92.9
"Calcasieu Parish, Louisiana(7,8)"	22019	15.8	13.4	18.5	32	stable	1	-2.1	4.2
"Pitt County, North Carolina(6,10)"	37147	15.8	13.1	18.9	25	stable	-3.6	-22	19
"Craighead County, Arkansas(6,10)"	5031	15.8	12.5	19.7	16	stable	4.7	-5.7	16.3
"Larimer County, Colorado(6,10)"	8069	15.8	13.9	17.9	52	stable	3.3	-9.9	18.5
"Oktibbeha County, Mississippi(6,10)"	28105	15.8	10.6	22.6	6	stable	-12.9	-54.2	65.7
"LaGrange County, Indiana(6,10)"	18087	15.8	10.4	22.9	6	stable	-1.5	-46.9	82.7
"Clare County, Michigan(6,10)"	26035	15.8	10.6	22.7	7	stable	-20.5	-53.9	37
"Berkeley County, West Virginia(6,10)"	54003	15.7	12.6	19.5	18	stable	4.3	-20.2	36.2
"Lauderdale County, Tennessee(6,10)"	47097	15.7	9.9	23.8	5	stable	-1.5	-34.2	47.4
"Warren County, Mississippi(6,10)"	28149	15.7	11.2	21.5	8	stable	3.7	-37.8	72.9
"Malheur County, Oregon(6,10)"	41045	15.7	10.4	22.9	6	stable	-12.9	-45.1	38.2
"Anchorage Borough, Alaska(6,10)"	2020	15.7	13.5	18.2	42	stable	3.2	-3.6	10.4
"Panola County, Mississippi(6,10)"	28107	15.7	10.4	22.8	6	stable	8.8	-37.5	89.5
"Pinal County, Arizona(6,10)"	4021	15.7	14	17.5	68	stable	5.7	-0.8	12.7
"Fayette County, Indiana(6,10)"	18041	15.7	9.8	24	5	stable	-30.4	-68.1	52
"Jefferson County, Iowa(7,8)"	19101	15.7	8.8	26.4	3	stable	1.6	-1.3	4.5
"Fulton County, Ohio(6,10)"	39051	15.7	10.9	21.9	7	stable	-8.7	-25.5	12
"Weakley County, Tennessee(6,10)"	47183	15.7	10.5	22.7	6	stable	1.5	-15.5	22
"Benton County, Washington(6,10)"	53005	15.7	13.2	18.5	30	stable	-5.8	-24.9	18.2
"Somerset County, Maine(6,10)"	23025	15.7	11.6	20.8	11	stable	-13.9	-36.2	16.2
"Toombs County, Georgia(7)"	13279	15.7	9.8	23.7	5	*	*	*	*
"Bladen County, North Carolina(6,10)"	37017	15.7	10.7	22.3	7	stable	-5.3	-42.5	56.1
"Fannin County, Texas(6,10)"	48147	15.6	10.8	22.1	7	stable	19.3	-8.2	55.1
"Carroll County, Tennessee(6,10)"	47017	15.6	10.3	23	6	stable	-3.6	-21.8	18.8
"Polk County, Wisconsin(6,10)"	55095	15.6	11.2	21.4	9	stable	2.8	-24.2	39.6
"Fayette County, West Virginia(6,10)"	54019	15.6	11.2	21.2	9	stable	12.2	-19.2	56
"Tulare County, California(7,8)"	6107	15.6	13.9	17.5	60	stable	0.7	-1	2.6
"Laclede County, Missouri(6,10)"	29105	15.6	10.6	22.3	6	stable	-17	-51.1	41.1
"Defiance County, Ohio(6,10)"	39039	15.6	10.7	22.1	7	stable	12.5	-31.3	84.1
"Stafford County, Virginia(6,10)"	51179	15.6	12.4	19.4	18	rising	5.5	0.8	10.4
"Nottoway County, Virginia(6,10)"	51135	15.6	8.7	26.1	3	*	*	*	*
"Kenosha County, Wisconsin(6,10)"	55059	15.6	13	18.5	27	stable	4.4	-23.4	42.2
"Hancock County, West Virginia(6,10)"	54029	15.5	10.6	22.4	7	stable	9.8	-33.8	82.1
"Isabella County, Michigan(6,10)"	26073	15.5	11.3	20.8	9	stable	-14.4	-26.9	0.3
"Vermilion Parish, Louisiana(7,8)"	22113	15.5	11.4	20.7	10	stable	0.8	-4.9	6.8
"Fayette County, Tennessee(6,10)"	47047	15.5	10.7	21.9	7	stable	-12.3	-44.1	37.7
"Chowan County, North Carolina(6,10)"	37041	15.5	8.4	26.7	3	*	*	*	*
"Winchester City, Virginia(6,10)"	51840	15.5	9.8	23.3	5	stable	5	-38.8	80.1
"Sullivan County, Indiana(6,10)"	18153	15.5	9.4	24.4	4	stable	6.2	-24.6	49.5
"Clarendon County, South Carolina(6,10)"	45027	15.5	10.7	21.9	7	stable	-11.8	-57.8	84.4
"Dickson County, Tennessee(6,10)"	47043	15.5	11.1	20.9	9	stable	6.9	-23.9	50.3
"Burnet County, Texas(6,10)"	48053	15.4	11.2	20.8	10	stable	4.1	-28.5	51.5
"Johnson County, Tennessee(6,10)"	47091	15.4	9.1	25	4	stable	6.7	-37.2	81.4
"Curry County, Oregon(6,10)"	41015	15.4	10.5	22.8	7	stable	25	-10.2	74
"Buchanan County, Missouri(6,10)"	29021	15.4	12	19.4	15	stable	16.2	-16.2	61
"Galveston County, Texas(6,10)"	48167	15.4	13.5	17.5	48	stable	-2.8	-16.4	13.1
"Brown County, Texas(6,10)"	48049	15.3	10.6	21.5	7	stable	-7.9	-44	51.6
"Merced County, California(7,8)"	6047	15.3	13.1	17.8	35	stable	1.3	-1.5	4.2
"Jasper County, Texas(6,10)"	48241	15.3	10.6	21.5	7	stable	-7.2	-20.4	8.1
"Adams County, Colorado(6,10)"	8001	15.3	13.6	17.2	61	stable	-3.6	-18.6	14.1
"Butler County, Alabama(6,10)"	1013	15.3	9.1	24.2	4	stable	4.7	-37.8	76.2
"San Joaquin County, California(7,8)"	6077	15.3	13.9	16.7	101	rising	2.7	1.2	4.3
"Grant County, New Mexico(7,8)"	35017	15.3	9.9	22.6	6	stable	0.8	-1.9	3.5
"Floyd County, Indiana(6,10)"	18043	15.2	11.7	19.5	13	stable	-0.1	-29.3	41.1
"Waldo County, Maine(6,10)"	23027	15.2	10.7	21.2	8	stable	13	-14.2	48.7
"Fairfax City, Virginia(6,10)"	51600	15.2	9.1	24	4	stable	7.9	-48	123.5
"Ohio County, West Virginia(6,10)"	54069	15.2	10.8	21	9	stable	-7.9	-27.5	17
"Stone County, Missouri(6,10)"	29209	15.2	10.5	21.6	8	stable	-8.2	-28.4	17.7
"Buena Vista County, Iowa(7)"	19021	15.2	9	24.2	4	*	*	*	*
"Gonzales County, Texas(6,10)"	48177	15.2	8.7	24.7	3	*	*	*	*
"Wayne County, Tennessee(6,10)"	47181	15.1	8.7	24.9	3	*	*	*	*
"Dyer County, Tennessee(6,10)"	47045	15.1	10.3	21.5	6	stable	25.8	-18.3	93.6
"Grayson County, Virginia(6,10)"	51077	15.1	8.5	25.6	3	*	*	*	*
"Howell County, Missouri(6,10)"	29091	15.1	10.2	21.5	7	stable	-22.8	-48.5	15.7
"Gogebic County, Michigan(6,10)"	26053	15.1	8.3	25.8	3	*	*	*	*
"Acadia Parish, Louisiana(7)"	22001	15.1	11	20.1	10	*	*	*	*
"Jefferson Parish, Louisiana(7,8)"	22051	15.1	13.5	16.7	73	rising	4.1	0.9	7.5
"Hocking County, Ohio(6,10)"	39073	15.1	9.8	22.3	5	stable	-6	-41.5	50.8
"Lee County, Alabama(6,10)"	1081	15	12.1	18.5	19	stable	-0.4	-33.2	48.5
"Grady County, Oklahoma(6,10)"	40051	15	10.8	20.4	9	stable	9.1	-13	36.7
"Putnam County, Indiana(6,10)"	18133	15	10.1	21.7	6	stable	-17.8	-42.4	17.3
"St. Croix County, Wisconsin(6,10)"	55109	15	11.6	19.2	13	stable	8.2	-9	28.6
"Buckingham County, Virginia(6,10)"	51029	15	8.6	24.8	3	*	*	*	*
"Franklin Parish, Louisiana(7)"	22041	15	8.9	23.9	4	*	*	*	*
"Dinwiddie County, Virginia(6,10)"	51053	15	9.7	22.4	5	*	*	*	*
"Miller County, Missouri(6,10)"	29131	15	9.5	22.8	5	stable	6.8	-39.2	87.7
"Wagoner County, Oklahoma(6,10)"	40145	15	11.4	19.4	12	stable	14.3	-6.3	39.3
"Hillsdale County, Michigan(6,10)"	26059	15	10.7	20.5	9	stable	6.4	-41.5	93.5
"Ellis County, Texas(6,10)"	48139	15	12.2	18.2	21	stable	11.5	-7.5	34.3
"Callaway County, Missouri(6,10)"	29027	15	10.2	21.2	7	rising	32.4	19	47.4
"Saunders County, Nebraska(6,10)"	31155	15	8.6	24.3	4	stable	-1.8	-44.4	73.6
"Sampson County, North Carolina(6,10)"	37163	15	11.2	19.6	11	stable	-10.8	-34.1	20.7
"Norfolk City, Virginia(6,10)"	51710	15	12.6	17.6	31	stable	-2.2	-23.8	25.6
"Thomas County, Georgia(7,8)"	13275	15	10.4	20.8	8	stable	26.2	-0.5	60.2
"Angelina County, Texas(6,10)"	48005	14.9	11.6	18.9	14	stable	-12.9	-29.6	7.9
"St. Joseph County, Indiana(6,10)"	18141	14.9	13	17.1	43	falling	-9.1	-17.1	-0.3
"Brazos County, Texas(6,10)"	48041	14.9	12.1	18.2	21	stable	-12.3	-23.3	0.3
"Wyoming County, West Virginia(6,10)"	54109	14.9	8.8	23.8	4	stable	-8.9	-37	31.7
"Seward County, Nebraska(6,10)"	31159	14.9	8.4	24.7	3	*	*	*	*
"Pulaski County, Missouri(6,10)"	29169	14.9	9.6	21.9	5	stable	-5.5	-48	71.9
"Laurens County, Georgia(7,8)"	13175	14.9	10.7	20.3	8	rising	8.7	3.2	14.4
"Tama County, Iowa(7)"	19171	14.9	8.3	24.8	3	*	*	*	*
"Westmoreland County, Virginia(6,10)"	51193	14.9	8.7	24.2	4	stable	1.4	-36.3	61.3
"Yazoo County, Mississippi(6,10)"	28163	14.8	9.1	22.8	4	stable	4.8	-26.4	49
"Fulton County, Indiana(6,10)"	18049	14.8	8.7	23.8	4	stable	5.3	-42.2	91.7
"Assumption Parish, Louisiana(7)"	22007	14.8	8.8	23.5	4	*	*	*	*
"Newberry County, South Carolina(6,10)"	45071	14.8	10.1	21.1	7	stable	22.5	-0.7	51.2
"Morgan County, Colorado(6,10)"	8087	14.8	9.3	22.4	5	stable	-5.8	-43.6	57.4
"Mecosta County, Michigan(6,10)"	26107	14.8	10.3	20.7	7	stable	-9.3	-46.6	54.2
"Aransas County, Texas(6,10)"	48007	14.7	8.9	23.2	5	stable	-7.8	-58.2	103.1
"Calhoun County, Michigan(6,10)"	26025	14.7	12.1	17.8	24	stable	-2.7	-15.6	12.2
"Seneca County, Ohio(6,10)"	39147	14.7	10.9	19.5	10	stable	-1.6	-23.5	26.7
"Kankakee County, Illinois(6,10)"	17091	14.7	11.8	18.1	19	stable	1.8	-23.9	36
"Oceana County, Michigan(6,10)"	26127	14.7	9.5	22	5	falling	-28.6	-48.8	-0.5
"Lafayette Parish, Louisiana(7,8)"	22055	14.6	12.4	17.2	32	stable	0.8	-1.7	3.5
"Troup County, Georgia(7,8)"	13285	14.6	10.9	19.2	11	stable	0.1	-4.5	5
"Smyth County, Virginia(6,10)"	51173	14.6	10	21	7	stable	-4.3	-23.9	20.5
"Drew County, Arkansas(6,10)"	5043	14.6	8.2	24.3	3	*	*	*	*
"Arkansas County, Arkansas(6,10)"	5001	14.6	8.5	23.7	4	stable	27	-8.3	76
"DeKalb County, Indiana(6,10)"	18033	14.6	10	20.6	7	stable	-4	-45.9	70.2
"Baker County, Florida(6,10)"	12003	14.6	8.5	23.2	4	stable	-7	-53.5	85.8
"Wetzel County, West Virginia(6,10)"	54103	14.6	8	24.8	3	*	*	*	*
"Del Norte County, California(7,8)"	6015	14.6	9.2	22	5	stable	-2.4	-8.4	3.9
"Androscoggin County, Maine(6,10)"	23001	14.6	11.6	18	18	stable	9.4	-14	39
"Hampden County, Massachusetts(6,10)"	25013	14.5	13.1	16.1	79	falling	-6.3	-9.9	-2.5
"Mississippi County, Arkansas(6,10)"	5093	14.5	10	20.4	7	stable	17.5	-2.7	41.9
"Wise County, Texas(6,10)"	48497	14.5	10.6	19.4	10	stable	18.2	-34.2	112.5
"Hopewell City, Virginia(6,10)"	51670	14.5	8.7	22.9	4	stable	10.6	-45.9	126.3
"Hardin County, Ohio(6,10)"	39065	14.5	9.3	21.7	5	stable	-2.1	-22.1	23
"Saginaw County, Michigan(6,10)"	26145	14.5	12.3	17	33	stable	6.7	-7.8	23.5
"Butts County, Georgia(7,8)"	13035	14.5	8.5	23.2	4	stable	3.3	-4.2	11.3
"Mineral County, West Virginia(6,10)"	54057	14.5	9.4	21.7	5	stable	9.6	-42	107.1
"Monongalia County, West Virginia(6,10)"	54061	14.5	11.2	18.5	14	stable	-12.2	-36.4	21.2
"Barry County, Missouri(6,10)"	29009	14.5	9.9	20.6	7	stable	10.7	-25.1	63.8
"Milwaukee County, Wisconsin(6,10)"	55079	14.5	13.4	15.6	137	rising	6.4	0.2	13
"Washington County, Virginia(6,10)"	51191	14.5	10.6	19.4	10	stable	3.3	-18.2	30.5
"Osage County, Oklahoma(6,10)"	40113	14.5	10.1	20.1	8	rising	21.2	1.8	44.4
"Freestone County, Texas(6,10)"	48161	14.5	8.5	23.4	4	stable	2.2	-37.4	66.7
"Carbon County, Utah(7,8)"	49007	14.5	8.4	23.3	4	stable	0.6	-2.6	4
"Guadalupe County, Texas(6,10)"	48187	14.5	11.8	17.6	21	stable	-13.2	-26.3	2.3
"Vanderburgh County, Indiana(6,10)"	18163	14.4	12.1	17.1	28	stable	11.1	-15.5	46.1
"Delta County, Michigan(6,10)"	26041	14.4	9.8	20.7	7	stable	-1.1	-32	43.9
"Midland County, Texas(6,10)"	48329	14.4	11.7	17.6	20	stable	-0.8	-20.9	24.3
"San Jacinto County, Texas(6,10)"	48407	14.4	8.8	22.5	5	stable	-19.2	-62.6	74.4
"Marion County, Indiana(6,10)"	18097	14.4	13.3	15.6	127	stable	2.5	-9.4	16
"Cherokee County, Alabama(6,10)"	1019	14.4	9	22	5	stable	31.6	-31.4	152.7
"Caddo County, Oklahoma(6,10)"	40015	14.4	9.1	21.7	5	stable	52.8	-32.3	245.1
"Juneau Borough, Alaska(6,10)"	2110	14.4	9.3	21.5	6	stable	29.4	-29.2	136.5
"Randolph County, Missouri(6,10)"	29175	14.4	8.7	22.4	4	stable	20.8	-37.1	131.7
"Martin County, North Carolina(6,10)"	37117	14.3	8.5	22.8	4	stable	-22.3	-54.5	32.8
"Delaware County, Oklahoma(6,10)"	40041	14.3	10	20	8	stable	-4.8	-18.4	11.1
"Colusa County, California(7)"	6011	14.3	8.3	23.3	3	*	*	*	*
"Emanuel County, Georgia(7)"	13107	14.3	8.4	22.9	4	*	*	*	*
"McDuffie County, Georgia(7,8)"	13189	14.2	8.2	23.1	3	stable	2.2	-3.5	8.2
"Dougherty County, Georgia(7,8)"	13095	14.2	11	18.1	14	stable	0.1	-3.9	4.2
"Arlington County, Virginia(6,10)"	51013	14.2	11.8	16.9	28	rising	13	3.4	23.6
"Webster Parish, Louisiana(7,8)"	22119	14.2	9.9	19.8	7	stable	-2	-6.2	2.3
"Hopkins County, Texas(6,10)"	48223	14.2	9.5	20.4	6	stable	9.7	-7.9	30.7
"Chesterfield County, South Carolina(6,10)"	45025	14.2	9.8	19.8	7	stable	3.2	-30.5	53.3
"Cheatham County, Tennessee(6,10)"	47021	14.2	9.5	20.4	6	stable	4	-12.9	24.1
"Peach County, Georgia(7,8)"	13225	14.2	8.4	22.5	4	stable	3	-4.2	10.8
"Wilson County, Texas(6,10)"	48493	14.2	9.8	19.8	7	stable	2.4	-32	54.2
"Caroline County, Virginia(6,10)"	51033	14.1	8.8	21.5	5	stable	-13.4	-27	2.8
"Poinsett County, Arkansas(6,10)"	5111	14.1	8.6	22.1	4	stable	11.9	-8.2	36.5
"Ogemaw County, Michigan(6,10)"	26129	14.1	8.9	21.9	5	stable	8.3	-48.4	127.4
"Miller County, Arkansas(6,10)"	5091	14.1	9.7	19.8	7	stable	3	-41.3	80.4
"McNairy County, Tennessee(6,10)"	47109	14.1	8.9	21.4	5	stable	-12	-53.9	67.7
"Brazoria County, Texas(6,10)"	48039	14.1	12.2	16.2	42	falling	-16.2	-22.9	-9
"Travis County, Texas(6,10)"	48453	14	12.9	15.3	126	stable	7.8	-7.6	25.9
"Washington County, Indiana(6,10)"	18175	14	8.7	21.6	4	stable	-23.8	-45.7	7
"Lewis County, Washington(6,10)"	53041	14	10.6	18.2	13	stable	-6.5	-32.4	29.5
"Waller County, Texas(6,10)"	48473	14	9.2	20.5	6	stable	-23.1	-58	40.9
"Sumter County, Georgia(7,8)"	13261	14	8.6	21.5	4	rising	7	0.3	14.2
"Fayette County, Pennsylvania(6,10)"	42051	14	11.5	17	24	rising	35.3	1.9	79.6
"Prince Edward County, Virginia(6,10)"	51147	14	8	22.9	3	*	*	*	*
"Kay County, Oklahoma(6,10)"	40071	14	9.8	19.4	8	stable	0.9	-37	61.6
"Davidson County, Tennessee(6,10)"	47037	14	12.7	15.4	87	stable	2.6	-7	13.3
"Mohave County, Arizona(6,10)"	4015	14	11.9	16.3	42	stable	-7.7	-20.2	6.7
"Jasper County, Iowa(7,8)"	19099	14	9.3	20.2	6	stable	0.2	-1.7	2.1
"Randolph County, Alabama(6,10)"	1111	13.9	8.2	22.3	4	stable	-5.5	-33.2	33.9
"Gage County, Nebraska(6,10)"	31067	13.9	8.4	22.1	4	stable	15.7	-30.7	93
"Campbell County, Virginia(6,10)"	51031	13.9	10.2	18.7	10	stable	-9.5	-46.7	53.5
"Greene County, Pennsylvania(6,10)"	42059	13.9	9.5	19.9	7	stable	0.7	-43.5	79.7
"Rutherford County, Tennessee(6,10)"	47149	13.9	11.8	16.2	34	rising	17.8	1.1	37.3
"Van Buren County, Michigan(6,10)"	26159	13.9	10.6	17.9	13	stable	25.5	-0.3	57.9
"Cape Girardeau County, Missouri(6,10)"	29031	13.9	10.4	18.1	12	stable	6.5	-22	45.3
"Dona Ana County, New Mexico(7,8)"	35013	13.9	11.7	16.3	30	stable	1.2	0	2.3
"Comanche County, Oklahoma(6,10)"	40031	13.8	10.9	17.3	16	stable	7.3	-22.9	49.5
"Richland County, Wisconsin(6,10)"	55103	13.8	8	22.7	4	stable	-9.7	-41.2	38.8
"Adair County, Missouri(6,10)"	29001	13.8	7.9	22.4	3	*	*	*	*
"Portsmouth City, Virginia(6,10)"	51740	13.8	10.7	17.5	14	stable	20.5	-1.3	47
"Union County, South Carolina(6,10)"	45087	13.8	9	20.6	5	stable	-2.9	-33.1	40.8
"Lowndes County, Mississippi(6,10)"	28087	13.8	9.9	18.6	9	stable	12.8	-22.4	64
"Vilas County, Wisconsin(6,10)"	55125	13.8	8.8	21.5	6	stable	0.9	-30.1	45.5
"Hardin County, Tennessee(6,10)"	47071	13.7	8.7	20.8	5	stable	-15.2	-39.7	19.4
"Lincoln County, Oklahoma(6,10)"	40081	13.7	8.9	20.1	6	stable	3.7	-36.9	70.4
"Ware County, Georgia(7,8)"	13299	13.6	8.9	20	5	stable	-0.7	-5.1	3.9
"Marengo County, Alabama(6,10)"	1091	13.6	7.9	22.1	4	stable	11.8	-35.6	94.1
"Saline County, Missouri(6,10)"	29195	13.6	8.1	21.5	4	stable	2	-41.7	78.2
"Tuscaloosa County, Alabama(6,10)"	1125	13.6	11.2	16.2	25	stable	-1.2	-32.9	45.5
"Evangeline Parish, Louisiana(7)"	22039	13.5	8.6	20.3	5	*	*	*	*
"Manassas City, Virginia(6,10)"	51683	13.5	8.4	20.5	5	stable	-10.8	-48.1	53.3
"Barry County, Michigan(6,10)"	26015	13.5	9.8	18.2	10	stable	-25.2	-45.8	3.2
"St. Joseph County, Michigan(6,10)"	26149	13.5	9.8	18.1	9	stable	-1.4	-15.5	15.1
"Lincoln Parish, Louisiana(7,8)"	22061	13.5	9	19.4	6	stable	0.7	-4.8	6.4
"Clinton County, Indiana(6,10)"	18023	13.5	8.7	19.9	5	stable	-32.1	-54.4	1.1
"Iosco County, Michigan(6,10)"	26069	13.4	8.6	20.6	6	stable	-0.3	-16.7	19.2
"Los Angeles County, California(7,8)"	6037	13.4	13.1	13.8	1324	stable	-0.3	-0.9	0.2
"Kershaw County, South Carolina(6,10)"	45055	13.4	9.8	17.9	10	stable	-6.7	-22.1	11.6
"Bibb County, Georgia(7,8)"	13021	13.4	10.9	16.2	22	stable	0.8	-2.6	4.4
"Cook County, Illinois(6,10)"	17031	13.4	13	13.8	728	stable	0.4	-1.6	2.4
"Columbus County, North Carolina(6,10)"	37047	13.4	9.8	18	10	stable	11	-15.2	45.2
"Richmond City, Virginia(6,10)"	51760	13.4	11.1	15.9	27	falling	-8.4	-15.6	-0.6
"Taylor County, Texas(6,10)"	48441	13.4	10.7	16.4	19	stable	0.1	-26.8	36.9
"Passaic County, New Jersey(7,8)"	34031	13.4	12	14.9	70	rising	1.8	1	2.6
"Williams County, Ohio(6,10)"	39171	13.4	9	19.3	6	stable	-17.2	-33.8	3.4
"Harrison County, Texas(6,10)"	48203	13.3	9.7	17.8	9	stable	0.6	-5.9	7.6
"Bastrop County, Texas(6,10)"	48021	13.3	9.9	17.5	11	stable	-6.7	-21.9	11.3
"Limestone County, Texas(6,10)"	48293	13.3	8.1	21	4	stable	-16.7	-39.4	14.6
"Perry County, Indiana(6,10)"	18123	13.3	7.7	21.8	3	*	*	*	*
"Piscataquis County, Maine(6,10)"	23021	13.3	7.5	22.7	4	stable	12	-10.3	39.7
"Upshur County, West Virginia(6,10)"	54097	13.3	7.9	21.2	4	stable	-4	-44.8	66.8
"Russell County, Alabama(6,10)"	1113	13.3	9.4	18.3	8	stable	5.6	-10.5	24.6
"Madison County, Tennessee(6,10)"	47113	13.3	10.2	16.9	14	stable	-7	-33.3	29.8
"Union County, Arkansas(6,10)"	5139	13.3	9.2	18.7	7	stable	-9.9	-49.3	60
"Shelby County, Texas(6,10)"	48419	13.2	7.9	20.9	4	stable	-16.9	-48.4	33.8
"Kenai Peninsula Borough, Alaska(6,10)"	2122	13.2	9.1	18.4	8	stable	4.1	-41	83.5
"Richmond County, Georgia(7,8)"	13245	13.2	11	15.6	27	stable	2.6	-0.5	5.7
"Noble County, Indiana(6,10)"	18113	13.1	9.1	18.4	7	stable	-8.8	-31.5	21.5
"Morehouse Parish, Louisiana(7,8)"	22067	13.1	8.2	20.2	4	stable	-0.9	-5.2	3.7
"Fauquier County, Virginia(6,10)"	51061	13.1	9.6	17.5	10	stable	7.7	-24.5	53.5
"Preston County, West Virginia(6,10)"	54077	13.1	8.6	19.3	6	rising	14.1	2.2	27.4
"Vance County, North Carolina(6,10)"	37181	13.1	9.1	18.4	7	stable	20.4	-9.6	60.3
"Hoke County, North Carolina(6,10)"	37093	13.1	8.2	19.6	5	stable	23.3	-33.5	128.7
"Fairbanks North Star, Alaska(6,10)"	2090	13.1	9.6	17.3	12	stable	-4.9	-45.2	65.1
"Cherokee County, Oklahoma(6,10)"	40021	13	8.7	18.7	6	rising	35.6	12.8	63.1
"Wyandot County, Ohio(6,10)"	39175	13	7.6	21	4	falling	-27.2	-45.5	-2.9
"Jefferson County, Arkansas(6,10)"	5069	13	9.7	17	11	stable	15.9	-30.8	94.2
"Audrain County, Missouri(6,10)"	29007	13	7.6	20.7	4	stable	16.7	-7.4	47.1
"Greene County, Arkansas(6,10)"	5055	12.9	8.7	18.5	6	rising	32.5	4.6	67.9
"Alexandria City, Virginia(6,10)"	51510	12.9	10.2	16.1	18	stable	4.3	-35.3	68.1
"Otero County, New Mexico(7,8)"	35035	12.9	9.4	17.4	9	stable	-4.6	-10	1.2
"Liberty County, Texas(6,10)"	48291	12.9	9.5	17.1	10	stable	12.4	-12.5	44.3
"Jefferson County, Texas(6,10)"	48245	12.9	11	15	35	stable	-6.8	-21.8	11
"Pittsburg County, Oklahoma(6,10)"	40121	12.8	8.8	18.2	7	stable	8	-24.9	55.4
"Hunt County, Texas(6,10)"	48231	12.8	9.8	16.5	13	stable	-3.8	-20	15.6
"LaFourche Parish, Louisiana(7,8)"	22057	12.8	9.9	16.4	13	stable	4.4	-1.1	10.2
"Medina County, Texas(6,10)"	48325	12.8	8.9	18	7	falling	-13.1	-20.6	-4.9
"Victoria County, Texas(6,10)"	48469	12.8	9.7	16.6	12	stable	5.4	-30.5	59.9
"Henry County, Ohio(6,10)"	39069	12.8	8	19.6	5	stable	15.1	-32.5	96.4
"Aiken County, South Carolina(6,10)"	45003	12.8	10.6	15.3	25	stable	-11.9	-26.1	5.1
"Ray County, Missouri(6,10)"	29177	12.8	7.6	20.4	4	stable	7.6	-13.1	33.1
"Fairfax County, Virginia(6,10)"	51059	12.8	11.8	13.8	140	stable	5.7	-8.1	21.6
"Monroe County, Georgia(7,8)"	13207	12.7	7.7	19.9	4	stable	2.3	-3.1	8.1
"Saluda County, South Carolina(6,10)"	45081	12.7	7.1	21.2	3	*	*	*	*
